season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,30
4,1,10,15,0,4,1,2,0.6,0.6061,0.6,0.194,353
3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,547
4,0,11,2,0,5,1,2,0.4,0.4091,0.76,0.0,10
2,0,4,12,0,5,1,1,0.56,0.5303,0.37,0.2836,223
1,1,2,20,0,6,0,1,0.26,0.2121,0.3,0.5522,105
4,1,12,15,0,2,1,2,0.38,0.3939,0.5,0.2239,270
1,1,2,0,0,3,1,1,0.32,0.3485,0.57,0.0,22
4,0,11,16,0,2,1,1,0.48,0.4697,0.44,0.1642,298
1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,52
2,1,4,19,0,4,1,1,0.58,0.5455,0.46,0.1343,586
4,1,12,17,0,5,1,2,0.38,0.3939,0.66,0.0,568
4,1,11,9,0,0,0,1,0.36,0.3788,0.77,0.0,273
1,1,1,17,0,0,0,2,0.16,0.1818,0.8,0.1045,108
1,0,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627,71
3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,187
4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,406
1,0,12,1,0,4,1,1,0.22,0.2121,0.47,0.2239,15
1,0,3,19,0,0,0,1,0.36,0.3333,0.5,0.3582,101
4,1,10,11,0,6,0,1,0.56,0.5303,0.64,0.2836,585
3,0,7,6,0,0,0,2,0.62,0.5455,0.94,0.0896,3
4,1,10,21,0,5,1,1,0.4,0.4091,0.54,0.194,190
3,0,7,8,0,6,0,1,0.78,0.7424,0.59,0.2239,114
3,0,8,7,0,6,0,2,0.7,0.6667,0.84,0.3582,28
1,1,2,8,0,4,1,2,0.3,0.3182,0.7,0.0896,498
2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,292
3,1,9,9,0,6,0,1,0.6,0.6212,0.43,0.4179,342
2,0,5,19,0,3,1,1,0.56,0.5303,0.52,0.1343,401
4,1,10,10,0,6,0,1,0.52,0.5,0.52,0.1343,423
2,1,4,17,0,1,1,1,0.56,0.5303,0.6,0.1642,683
1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,13
4,1,12,19,0,1,1,1,0.52,0.5,0.77,0.2836,427
3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,323
1,1,3,20,0,3,1,1,0.62,0.6212,0.35,0.1045,330
1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,73
3,1,7,11,0,0,0,1,0.76,0.697,0.55,0.2239,509
4,0,10,20,0,5,1,3,0.34,0.3182,0.61,0.2239,143
2,1,4,2,0,0,0,2,0.54,0.5152,0.56,0.1045,74
3,1,8,14,0,5,1,1,0.86,0.2424,0.34,0.4179,328
3,1,7,3,0,6,0,3,0.6,0.5455,0.88,0.2537,25
2,0,5,18,0,0,0,1,0.66,0.6212,0.61,0.2239,358
1,1,3,4,0,5,1,1,0.32,0.3485,0.61,0.0,2
2,0,5,6,0,6,0,2,0.5,0.4848,0.88,0.1045,11
2,1,4,23,0,4,1,1,0.4,0.4091,0.5,0.1343,136
1,1,12,16,0,5,1,1,0.3,0.303,0.49,0.1343,250
1,0,1,18,0,4,1,2,0.26,0.2576,0.56,0.194,185
3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,50
1,1,1,7,0,3,1,1,0.24,0.2273,0.75,0.2239,257
2,0,6,20,0,6,0,2,0.72,0.6667,0.58,0.1343,188
1,0,1,22,0,1,1,2,0.14,0.1364,0.63,0.2239,35
3,0,9,17,0,2,1,1,0.6,0.5606,0.83,0.1045,511
3,1,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,284
2,1,3,16,0,5,1,2,0.72,0.6515,0.42,0.1642,589
1,1,3,0,0,2,1,1,0.22,0.2121,0.37,0.2985,8
1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,9
3,1,9,4,0,2,1,2,0.66,0.5909,0.89,0.0,8
4,1,10,15,0,0,0,3,0.42,0.4242,0.77,0.1343,306
1,1,3,13,0,2,1,1,0.6,0.5758,0.78,0.194,284
2,0,4,2,0,3,1,1,0.58,0.5455,0.88,0.2537,5
4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,70
2,0,5,1,0,5,1,1,0.7,0.6515,0.58,0.2985,50
3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,56
3,1,8,19,0,6,0,2,0.66,0.5909,0.89,0.1045,275
2,0,4,14,0,2,1,2,0.36,0.3182,0.57,0.4925,76
4,0,12,10,0,1,1,2,0.36,0.3636,0.87,0.0896,87
2,1,3,8,0,4,1,2,0.5,0.4848,0.94,0.0896,649
1,0,2,10,0,3,1,2,0.22,0.2727,1.0,0.0,61
2,0,6,3,0,4,1,2,0.72,0.7121,0.84,0.1045,2
4,0,11,16,0,3,1,2,0.4,0.4091,0.62,0.4627,173
1,0,2,22,0,0,0,2,0.32,0.303,0.57,0.2239,47
4,1,12,12,0,1,1,2,0.4,0.4091,0.87,0.0,232
1,0,3,15,0,5,1,1,0.36,0.3333,0.4,0.2985,106
2,0,5,15,0,6,0,1,0.72,0.6515,0.45,0.2537,506
1,1,12,4,0,3,1,1,0.22,0.197,0.69,0.3582,2
3,0,6,2,0,3,1,1,0.66,0.6061,0.78,0.0,7
4,0,11,9,0,5,1,1,0.26,0.2576,0.41,0.194,213
2,1,6,0,0,5,1,1,0.66,0.6212,0.5,0.2537,86
1,0,2,18,1,1,0,2,0.24,0.2121,0.87,0.3582,66
3,1,8,15,0,1,1,1,0.72,0.6667,0.54,0.2537,309
3,1,6,17,0,1,1,1,0.8,0.6818,0.24,0.4627,833
4,0,10,18,0,2,1,1,0.52,0.5,0.42,0.1045,518
3,1,9,2,0,0,0,1,0.52,0.5,0.63,0.0,89
2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,138
4,0,12,8,0,5,1,1,0.36,0.3333,0.46,0.4179,459
3,0,6,23,0,0,0,1,0.7,0.6515,0.54,0.0896,78
4,0,11,18,0,2,1,3,0.44,0.4394,1.0,0.0,148
3,0,8,12,0,4,1,1,0.78,0.6818,0.31,0.2537,214
3,0,8,14,0,6,0,1,0.74,0.697,0.7,0.2537,259
4,1,10,3,0,4,1,2,0.62,0.5606,0.88,0.0,11
3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,872
1,1,12,5,0,0,0,1,0.2,0.2576,0.51,0.0,6
3,0,6,14,0,4,1,2,0.76,0.7273,0.66,0.2985,149
4,1,10,22,0,3,1,1,0.36,0.3485,0.57,0.1343,165
3,1,6,0,0,5,1,1,0.74,0.6667,0.48,0.1343,114
3,0,9,1,0,4,1,1,0.64,0.6061,0.69,0.1642,20
1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,47
3,0,9,19,0,4,1,1,0.7,0.6515,0.58,0.1642,443
1,1,2,7,1,1,0,2,0.22,0.197,0.55,0.3284,44
1,1,2,22,0,4,1,1,0.32,0.2879,0.49,0.4179,109
2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,247
3,0,7,15,0,6,0,1,0.84,0.7273,0.34,0.0896,402
1,1,2,22,0,5,1,2,0.32,0.3485,0.66,0.0,113
2,1,5,19,0,6,0,2,0.74,0.697,0.66,0.2239,373
4,1,10,2,0,5,1,1,0.4,0.4091,0.66,0.0896,16
1,1,2,18,0,3,1,1,0.4,0.4091,0.4,0.2239,468
4,0,10,7,0,5,1,1,0.28,0.2727,0.65,0.2537,205
4,0,11,4,0,1,1,1,0.32,0.3485,0.93,0.0,6
4,0,11,10,0,5,1,1,0.36,0.3485,0.71,0.1642,142
3,0,6,7,0,6,0,1,0.64,0.6212,0.57,0.2836,42
3,0,8,14,0,0,0,1,0.78,0.697,0.43,0.4179,447
3,0,9,10,0,1,1,1,0.68,0.6364,0.62,0.1642,129
3,0,9,5,0,1,1,2,0.5,0.4848,0.77,0.194,28
2,0,5,17,0,3,1,1,0.4,0.4091,0.71,0.2537,410
3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,398
4,1,9,21,0,0,0,2,0.52,0.5,0.48,0.1045,196
2,0,6,13,0,3,1,1,0.9,0.8485,0.42,0.0,136
2,0,3,2,0,6,0,1,0.22,0.2121,0.44,0.2239,25
3,0,9,7,0,0,0,1,0.46,0.4545,0.72,0.2239,44
4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,323
3,1,8,5,0,3,1,1,0.6,0.5758,0.78,0.0,40
4,1,11,5,0,0,0,2,0.22,0.2273,0.47,0.1642,3
3,0,7,16,0,3,1,1,0.86,0.7273,0.25,0.1642,268
3,1,8,22,0,3,1,1,0.72,0.697,0.74,0.1045,233
3,0,6,22,0,4,1,1,0.7,0.6364,0.42,0.1642,207
4,1,10,1,0,0,0,2,0.5,0.4848,0.72,0.2836,133
4,0,10,11,0,3,1,1,0.6,0.6212,0.46,0.2836,170
3,1,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,4
2,0,6,14,0,0,0,1,0.7,0.6515,0.58,0.1642,385
2,0,6,1,0,3,1,1,0.54,0.5152,0.64,0.2836,14
2,1,6,3,0,5,1,2,0.62,0.5909,0.73,0.0896,4
2,1,4,10,0,2,1,1,0.44,0.4394,0.33,0.0,219
2,1,4,1,0,5,1,1,0.46,0.4545,0.82,0.194,25
4,0,11,4,0,6,0,1,0.28,0.2576,0.56,0.3284,8
2,0,6,13,0,1,1,1,0.7,0.6364,0.37,0.0,227
3,1,8,16,0,3,1,2,0.8,0.7424,0.49,0.2836,441
2,0,6,2,0,1,1,1,0.64,0.5758,0.89,0.0896,2
2,0,5,5,0,5,1,2,0.5,0.4848,0.88,0.194,25
4,1,10,9,0,2,1,2,0.42,0.4242,0.77,0.2239,382
3,1,8,10,0,0,0,1,0.7,0.6515,0.51,0.1642,328
3,1,7,13,0,2,1,1,0.92,0.8182,0.31,0.194,221
4,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,23
3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,550
3,0,7,12,0,5,1,2,0.76,0.7273,0.7,0.2836,213
4,1,11,6,0,3,1,2,0.26,0.2576,0.65,0.2239,136
3,0,9,17,0,6,0,1,0.52,0.5,0.72,0.2239,359
4,0,10,4,0,6,0,1,0.42,0.4242,0.94,0.1343,10
1,1,2,19,0,4,1,1,0.38,0.3939,0.43,0.5224,327
3,0,8,18,0,1,1,1,0.72,0.6515,0.28,0.2985,609
3,0,8,2,0,1,1,2,0.7,0.6515,0.65,0.1045,8
2,1,5,10,0,4,1,1,0.5,0.4848,0.51,0.4179,154
1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,3
1,0,12,6,0,4,1,1,0.36,0.3788,0.87,0.0,64
3,1,9,13,0,2,1,1,0.8,0.7576,0.55,0.4478,275
1,1,2,11,0,4,1,3,0.32,0.3333,0.7,0.1045,71
1,0,1,7,0,0,0,1,0.08,0.1061,0.58,0.1642,2
3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,75
1,1,3,1,0,6,0,1,0.3,0.2879,0.36,0.2537,51
3,1,9,7,0,3,1,2,0.7,0.6667,0.79,0.2537,500
3,0,9,18,0,3,1,3,0.64,0.5758,0.89,0.0,237
2,0,5,15,0,1,1,1,0.66,0.6212,0.61,0.194,155
2,1,3,17,0,4,1,1,0.66,0.6212,0.65,0.1642,810
4,1,10,4,0,4,1,1,0.4,0.4091,0.5,0.2537,10
1,0,1,16,0,4,1,1,0.22,0.2273,0.55,0.194,24
1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896,102
4,1,10,23,0,6,0,1,0.44,0.4394,0.62,0.1343,179
4,0,11,19,0,3,1,1,0.4,0.4091,0.76,0.1343,282
3,1,9,14,0,5,1,1,0.7,0.6515,0.54,0.2985,412
4,1,11,8,0,0,0,1,0.3,0.2879,0.75,0.2537,119
4,0,12,6,0,0,0,1,0.2,0.2121,0.59,0.1343,3
2,1,6,9,0,2,1,1,0.64,0.6061,0.73,0.0896,328
4,1,12,20,0,0,0,2,0.38,0.3939,0.82,0.0,122
3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,336
3,0,6,14,0,1,1,2,0.72,0.6667,0.58,0.0896,158
1,1,2,15,0,3,1,1,0.6,0.6212,0.35,0.2836,194
3,1,6,7,0,3,1,1,0.6,0.6212,0.43,0.3582,527
2,0,6,7,0,5,1,1,0.6,0.5606,0.83,0.0,250
1,0,3,3,0,3,1,1,0.24,0.2576,0.7,0.0896,3
4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,55
2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,239
1,1,1,17,0,4,1,2,0.42,0.4242,0.71,0.0,413
2,0,4,4,0,1,1,2,0.52,0.5,1.0,0.0,5
1,0,1,11,0,0,0,1,0.24,0.2273,0.44,0.2537,93
2,0,5,14,0,4,1,2,0.62,0.6061,0.61,0.2239,191
2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343,84
3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,560
2,1,5,19,0,6,0,2,0.64,0.6212,0.36,0.1642,439
3,0,8,19,0,2,1,1,0.66,0.6212,0.5,0.2239,367
2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,10
2,0,4,22,0,1,1,2,0.68,0.6364,0.36,0.4627,75
4,1,12,20,0,3,1,1,0.3,0.2879,0.52,0.2836,268
3,0,6,3,0,6,0,1,0.64,0.6212,0.57,0.194,39
3,1,8,7,0,5,1,2,0.64,0.5909,0.78,0.0,425
1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,96
4,0,12,7,0,6,0,1,0.24,0.2273,0.65,0.194,11
2,0,4,2,0,6,0,3,0.32,0.3333,1.0,0.1343,17
4,0,12,1,0,1,1,1,0.32,0.3485,0.87,0.0,12
3,0,7,8,0,1,1,1,0.74,0.697,0.66,0.2836,420
4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,15
2,1,4,5,0,1,1,1,0.4,0.4091,0.76,0.4925,24
3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,414
1,0,2,23,0,5,1,1,0.52,0.5,0.08,0.2836,77
4,1,10,6,0,4,1,2,0.52,0.5,0.88,0.194,171
2,1,5,20,0,4,1,2,0.66,0.6212,0.69,0.2836,398
3,1,9,8,0,5,1,2,0.6,0.5758,0.78,0.1642,766
2,0,4,20,0,2,1,1,0.34,0.3182,0.46,0.2836,91
2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,3
4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0,322
1,0,1,23,0,0,0,2,0.24,0.2121,0.65,0.2836,21
3,0,7,3,0,0,0,1,0.66,0.6212,0.74,0.0896,25
4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,337
4,1,10,0,0,0,0,3,0.52,0.5,0.68,0.2985,117
4,0,11,5,0,1,1,2,0.44,0.4394,0.67,0.2537,19
1,1,2,16,0,3,1,3,0.4,0.4091,0.82,0.2239,167
4,1,10,12,0,2,1,2,0.62,0.6212,0.46,0.0896,378
2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,148
2,0,6,15,0,3,1,1,0.92,0.8788,0.4,0.1642,128
3,0,7,9,0,0,0,1,0.7,0.6667,0.74,0.2537,181
3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,430
3,0,6,3,0,2,1,3,0.62,0.5758,0.83,0.1642,2
3,1,8,1,0,0,0,1,0.62,0.5909,0.78,0.1343,113
4,1,10,22,0,5,1,1,0.5,0.4848,0.77,0.0896,190
2,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642,228
4,0,10,4,0,5,1,1,0.3,0.2879,0.65,0.2836,10
3,0,8,21,0,1,1,1,0.66,0.6212,0.65,0.194,184
2,1,4,5,0,6,0,1,0.34,0.3333,0.46,0.1343,5
3,0,8,3,0,1,1,3,0.7,0.6515,0.65,0.1343,5
4,0,11,18,0,1,1,3,0.42,0.4242,0.88,0.194,192
1,1,2,12,0,5,1,1,0.34,0.3333,0.46,0.1343,216
1,1,3,0,0,5,1,1,0.34,0.3333,0.53,0.1642,46
2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,388
4,1,12,8,0,2,1,2,0.44,0.4394,0.88,0.1642,721
4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,92
2,0,5,21,0,6,0,3,0.54,0.5152,0.94,0.2239,59
4,1,11,4,0,3,1,1,0.28,0.2879,0.87,0.1045,10
3,0,8,4,0,4,1,1,0.64,0.6212,0.57,0.1642,5
1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,90
2,0,3,23,0,5,1,2,0.26,0.2424,0.38,0.2836,39
4,0,12,18,0,5,1,1,0.34,0.3636,0.61,0.0,318
1,0,12,5,0,3,1,1,0.32,0.2879,0.57,0.3582,9
3,1,8,7,0,0,0,2,0.62,0.6061,0.69,0.1343,41
3,0,8,3,0,3,1,1,0.64,0.5909,0.78,0.0,5
4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,620
3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,5
2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,33
4,1,12,20,0,0,0,3,0.36,0.3636,1.0,0.0896,108
2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,221
3,0,9,1,0,3,1,1,0.54,0.5152,0.94,0.0,17
3,1,8,21,0,1,1,1,0.72,0.697,0.74,0.194,278
3,0,9,13,0,2,1,3,0.54,0.5152,0.88,0.2985,29
2,1,3,13,0,5,1,2,0.7,0.6515,0.48,0.0,428
2,1,4,8,0,3,1,2,0.44,0.4394,0.72,0.1045,684
2,1,4,9,0,2,1,1,0.42,0.4242,0.38,0.0896,408
1,1,2,20,0,3,1,2,0.44,0.4394,0.47,0.194,274
4,1,10,14,1,1,0,2,0.42,0.4242,0.58,0.1045,420
2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,196
2,0,3,10,0,6,0,1,0.26,0.2576,0.41,0.1642,125
1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,81
2,1,6,3,0,1,1,2,0.56,0.5303,0.6,0.1642,5
4,0,11,4,0,1,1,1,0.44,0.4394,0.67,0.2239,5
2,0,5,12,0,0,0,1,0.6,0.6212,0.46,0.0896,382
4,0,11,13,0,4,1,2,0.52,0.5,0.48,0.2537,169
3,0,7,12,0,6,0,1,0.92,0.8636,0.37,0.1045,235
2,0,5,14,0,0,0,1,0.6,0.6212,0.49,0.0,366
2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,614
2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,58
3,0,9,10,0,4,1,2,0.64,0.5606,0.94,0.1045,65
1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0.1343,63
1,1,3,8,0,6,0,3,0.36,0.3788,0.93,0.0,48
2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,80
4,0,10,22,0,4,1,1,0.36,0.3182,0.66,0.4925,111
2,1,3,4,0,6,0,1,0.52,0.5,0.83,0.0896,7
1,0,1,21,0,1,1,1,0.18,0.197,0.64,0.1343,52
1,0,2,15,1,1,0,2,0.3,0.2727,0.7,0.4478,87
4,0,12,14,0,0,0,1,0.3,0.3333,0.28,0.0,242
4,0,11,10,0,1,1,2,0.5,0.4848,0.63,0.2836,111
3,0,8,0,0,3,1,2,0.8,0.7424,0.49,0.1642,43
4,1,11,1,0,0,0,1,0.3,0.2879,0.7,0.194,95
2,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,375
4,0,11,9,0,4,1,2,0.42,0.4242,0.94,0.1045,211
3,1,9,16,0,6,0,3,0.56,0.5303,0.88,0.194,114
4,0,12,3,0,1,1,1,0.16,0.197,0.86,0.0896,3
1,0,12,11,0,0,0,1,0.3,0.303,0.7,0.1642,85
1,1,2,21,0,6,0,1,0.44,0.4394,0.33,0.2985,114
4,1,12,16,0,3,1,1,0.42,0.4242,0.5,0.3582,334
2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,5
2,0,5,12,0,5,1,2,0.52,0.5,0.88,0.194,223
1,1,3,21,0,3,1,1,0.44,0.4394,0.62,0.2537,188
1,0,12,5,0,0,0,1,0.2,0.2273,0.75,0.1045,1
4,0,11,3,0,0,0,2,0.4,0.4091,0.66,0.2836,37
3,1,8,4,0,2,1,1,0.56,0.5303,0.88,0.0,4
2,0,4,3,0,2,1,1,0.54,0.5152,0.88,0.2836,21
2,0,6,1,0,0,0,1,0.64,0.5758,0.83,0.1045,93
3,0,8,13,0,3,1,2,0.76,0.7121,0.58,0.2239,144
1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,78
1,1,2,14,0,0,0,1,0.3,0.303,0.61,0.1642,243
1,0,2,17,0,0,0,1,0.34,0.3636,0.46,0.0,121
3,0,8,12,0,5,1,1,0.76,0.697,0.52,0.2537,216
3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,151
3,0,8,16,0,0,0,3,0.72,0.697,0.74,0.2985,193
3,0,7,12,0,0,0,1,0.9,0.8636,0.45,0.1642,246
3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,383
2,1,5,8,0,2,1,2,0.58,0.5455,0.88,0.0896,409
2,0,6,15,0,4,1,2,0.7,0.6515,0.61,0.2985,159
2,0,6,4,0,6,0,1,0.68,0.6364,0.79,0.0896,13
3,1,9,10,0,2,1,1,0.62,0.6212,0.38,0.0,196
2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,33
2,1,6,18,0,1,1,2,0.8,0.7273,0.43,0.2985,831
1,1,2,23,0,1,1,1,0.28,0.3182,0.41,0.0,36
4,0,11,20,0,2,1,2,0.48,0.4697,0.82,0.1343,238
3,0,6,7,0,4,1,2,0.72,0.697,0.74,0.1343,327
4,0,11,14,0,6,0,1,0.5,0.4848,0.36,0.2985,435
2,0,4,8,0,6,0,2,0.36,0.3333,1.0,0.2537,47
2,0,5,13,0,3,1,2,0.56,0.5303,0.83,0.3284,122
4,1,10,8,0,4,1,1,0.46,0.4545,0.82,0.2537,834
3,1,8,22,0,3,1,1,0.72,0.6818,0.7,0.1045,288
3,1,7,19,0,6,0,1,0.68,0.6364,0.83,0.0,338
4,0,10,3,0,2,1,1,0.4,0.4091,0.87,0.0,4
3,0,7,15,0,4,1,1,0.86,0.8182,0.5,0.194,146
2,1,3,7,0,4,1,2,0.48,0.4697,1.0,0.0896,361
4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,126
4,1,9,13,0,0,0,1,0.6,0.6212,0.38,0.1642,702
3,0,8,10,0,3,1,1,0.76,0.6818,0.43,0.0896,118
1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881,45
2,0,3,15,0,5,1,2,0.34,0.3182,0.36,0.2537,122
2,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,6
2,0,3,1,0,2,1,1,0.24,0.2121,0.32,0.2985,4
4,0,10,16,0,2,1,1,0.58,0.5455,0.56,0.3284,309
1,1,2,10,0,0,0,2,0.26,0.2424,0.65,0.2836,148
1,1,2,12,0,5,1,2,0.4,0.4091,0.76,0.1343,228
2,0,6,5,0,4,1,1,0.66,0.6212,0.39,0.2239,31
2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,284
2,0,4,20,0,6,0,1,0.44,0.4394,0.62,0.1343,224
1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045,150
3,0,7,22,0,5,1,2,0.66,0.6061,0.78,0.194,169
4,0,10,9,0,4,1,1,0.46,0.4545,0.63,0.194,208
4,1,11,9,0,1,1,1,0.28,0.303,0.56,0.0896,286
4,1,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,198
3,0,9,8,0,6,0,1,0.62,0.5758,0.83,0.1642,119
1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,54
3,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,632
2,1,4,18,0,4,1,2,0.54,0.5152,0.77,0.194,664
4,0,11,18,0,2,1,2,0.4,0.4091,0.82,0.2985,358
4,0,9,4,0,3,1,1,0.6,0.5455,0.88,0.0,4
1,1,2,1,0,0,0,2,0.32,0.303,0.39,0.2537,72
4,1,9,7,0,1,1,1,0.46,0.4545,0.67,0.1343,530
1,1,3,3,0,6,0,1,0.26,0.2273,0.41,0.2985,16
1,0,12,7,1,1,0,1,0.32,0.3182,0.45,0.194,19
4,0,12,4,0,4,1,2,0.24,0.197,0.6,0.4627,2
1,1,1,7,0,2,1,1,0.26,0.2576,0.6,0.194,279
4,1,12,19,0,4,1,1,0.3,0.303,0.45,0.1642,348
4,1,11,6,1,4,0,1,0.26,0.2727,0.7,0.1045,17
2,0,6,20,0,6,0,2,0.7,0.6515,0.48,0.0896,239
2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,144
3,1,8,10,0,4,1,1,0.8,0.7576,0.55,0.0,181
4,1,12,10,0,5,1,1,0.26,0.2576,0.81,0.194,190
1,0,1,19,0,0,0,1,0.18,0.197,0.47,0.1343,61
1,0,1,8,0,2,1,1,0.14,0.1515,0.69,0.1642,179
3,0,9,12,0,1,1,1,0.72,0.6667,0.51,0.194,184
2,0,6,6,0,3,1,1,0.64,0.5758,0.89,0.1343,116
2,1,4,0,0,1,1,3,0.36,0.3333,0.81,0.4179,6
1,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045,72
2,0,5,10,0,0,0,2,0.48,0.4697,0.63,0.194,264
3,0,9,9,0,0,0,1,0.66,0.6212,0.74,0.0,227
2,0,4,7,0,4,1,2,0.64,0.5909,0.78,0.4478,215
3,1,8,1,0,2,1,1,0.68,0.6364,0.79,0.2537,27
1,0,2,9,0,5,1,1,0.12,0.1212,0.74,0.2239,140
4,0,10,1,0,6,0,3,0.3,0.2727,0.87,0.2985,18
4,1,10,12,0,6,0,1,0.6,0.6212,0.53,0.2537,668
2,0,5,21,0,4,1,1,0.56,0.5303,0.83,0.1343,223
4,0,12,9,0,1,1,2,0.36,0.3636,0.87,0.0896,190
4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,10
2,0,3,12,0,4,1,3,0.28,0.2727,0.93,0.194,90
4,0,11,2,0,1,1,1,0.32,0.3485,0.93,0.0,2
2,0,6,1,0,3,1,1,0.66,0.6061,0.78,0.0,23
2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896,18
1,0,2,20,1,1,0,3,0.24,0.2121,0.81,0.3881,29
4,1,10,5,0,6,0,1,0.54,0.5152,0.83,0.194,10
4,1,12,21,0,4,1,1,0.28,0.3182,0.48,0.0,213
2,1,4,1,0,6,0,1,0.36,0.3333,0.5,0.2985,67
2,1,4,8,0,5,1,1,0.4,0.4091,0.5,0.0,592
4,1,11,5,0,5,1,1,0.3,0.2879,0.56,0.194,27
4,0,10,15,0,6,0,2,0.42,0.4242,0.71,0.2836,195
3,0,8,3,0,4,1,1,0.64,0.6212,0.57,0.1343,9
4,1,11,18,0,4,1,1,0.32,0.3182,0.49,0.1642,537
3,0,9,11,0,0,0,1,0.74,0.697,0.7,0.1642,337
3,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.194,269
3,1,7,16,0,1,1,1,0.8,0.7424,0.49,0.2836,425
3,1,9,9,0,0,0,1,0.58,0.5455,0.6,0.1343,296
4,1,11,18,0,5,1,1,0.42,0.4242,0.44,0.1045,496
2,1,4,1,0,4,1,3,0.42,0.4242,0.77,0.1045,13
4,0,12,3,0,1,1,1,0.32,0.3485,0.87,0.0,2
